ID	sp10N2016	sp10N2017	sp10N2018	sp16N2016	sp16N2017	sp16N2018	sp1N2016	sp1N2017	sp1N2018	sp20N2016	sp20N2017	sp20N2018
Zotu775			8	1				20		22	3	16
Zotu5301			1			1		2				
Zotu22667			3									
Zotu39151			1									
Zotu16128			10									
Zotu31643			1									
Zotu10693			1					2				
Zotu15897			1									
Zotu23345			3		6			3			1	
Zotu10645			1					1		1		
Zotu9528			1		3			3				
Zotu16017			1									
Zotu44967			1									
Zotu15534			1									
Zotu48134			4									
Zotu5644			3			1				6		
Zotu46303			2									
Zotu22397			2									
Zotu27935			1									
Zotu33930			2					1				
Zotu32375			1									
Zotu9782			1					3				
Zotu14420			1									
Zotu13743			1								1	
Zotu39381			1									
Zotu27165			1									
Zotu3503			1									1
Zotu45975			1									
Zotu10229			4			1				1		1
Zotu14016			1		1							
Zotu11042			1									
Zotu8971			2									
Zotu1285			1		2			11			26	
Zotu52812			1									
Zotu5662			2									
Zotu2558			1	1			33					
Zotu5062			2							1	1	
Zotu4212			1		1							
Zotu29718			1									
Zotu24345			1									
Zotu13008			9									
Zotu10268			1									
Zotu24758			1									
Zotu26628			1			5						
Zotu13059			2									
Zotu5279			1	1		1						
Zotu7494											1	1
Zotu2469			1									
Zotu44208			1									
Zotu4471			2			1		1				
Zotu4485			2		1							
Zotu22698			1									
Zotu52975			2									
Zotu45201			1									
Zotu19817			1									
Zotu44087			1									
Zotu1996				1			1	2			1	
Zotu5152			2									
Zotu15643			1		2							
Zotu4022			1	1	1						1	
Zotu12640			2									
Zotu18937			1									
Zotu9665			1									
Zotu31641			1									
Zotu16887			1									
Zotu47331			1			1						
Zotu19027			1									
Zotu19844			2									
Zotu7527			4									
Zotu32541			1									
Zotu31407			1		1							
Zotu1271			1								2	
Zotu28471			1									
Zotu2238			3									
Zotu10762			3		3			3			1	
Zotu1813			1	4						1	1	6
Zotu29110			1							1		
Zotu29665			1									
Zotu4620			1									
Zotu5928			3									
Zotu14739			1									
Zotu3765												1
Zotu23542			1		3							
Zotu8349			3									
Zotu7362			1			1		4				
Zotu6581			1								4	2
Zotu21551			1									
Zotu21237			1									
Zotu10423			1									
Zotu11177			1									
Zotu16077			1									
Zotu16064			1									
Zotu6548			1									
Zotu47680			1									
Zotu45677			1									
Zotu37169			1									
Zotu30591			1									
Zotu2020			2		1	3	1		1			1
Zotu55781			1									
Zotu43175			2									
Zotu14772			2				7			17		
Zotu8714			1									
Zotu6246			1					1				
Zotu14187			1									
Zotu32591			1									
Zotu56237			1									
Zotu4666			1								2	1
Zotu12038			2									
Zotu39706			1									
Zotu11742			1									
Zotu4657			1	1	3		2				1	
Zotu5341			1							1		
Zotu26016			4									
Zotu21435			1									
Zotu2331			1									
Zotu22765			1									
Zotu2310			1	3		6		3	8			4
Zotu2534			4					1				1
Zotu26846			4									
Zotu13979			1									
Zotu7858			5					1				
Zotu8584			2									
Zotu8268			1					1			3	
Zotu6975			2									
Zotu26157			1									
Zotu25981			2		1							
Zotu8345			1									1
Zotu15840			2									
Zotu54230			1									
Zotu46224			1									
Zotu703			1	1	2						1	1
Zotu21377			2									
Zotu8027						1						
Zotu8018			1								1	
Zotu9645			1									
Zotu27984			1									
Zotu22102			1									
Zotu35036			1								5	
Zotu4915			2								1	1
Zotu31292			1									
Zotu38259			1									
Zotu32735			1									
Zotu6439			2	1	1	1						1
Zotu49742			1	2							1	
Zotu1499			2	1	2	3					6	4
Zotu17249			1									
Zotu53160			1									
Zotu16089			1									
Zotu12804			2		1							
Zotu6288			1		1							
Zotu6873			1									1
Zotu2478			2	1		1	1	1	1		1	1
Zotu29400			1									
Zotu28701			1								1	
Zotu6678			1		1			2	1			
Zotu51229			1									
Zotu14341			1									
Zotu51992			1									
Zotu9679			2									
Zotu8448			2								1	
Zotu4564			1			1						
Zotu18668			1									
Zotu4882			1									
Zotu7451			1									
Zotu31386			1									
Zotu51240			1									
Zotu37149			1									
Zotu8525			1									
Zotu43970			1									
Zotu9273					1					16	1	
Zotu4806			1									
Zotu11301			1									
Zotu4889			1		1							
Zotu23597			1	3		2	1	1	6	1		2
Zotu27073			1									
Zotu39158			2	3					3	2	1	
Zotu18898			2									
Zotu3947			1			1						
Zotu33197			1									
Zotu26511			1			2						
Zotu4827			2	1								
Zotu1667			3	1	2							
Zotu2639			1	1	2	2				1	2	1
Zotu7079			1	1						1		
Zotu18419			2				1					
Zotu35623			1					1				
Zotu3900				1	1						2	
Zotu16536			1									
Zotu21192			1									
Zotu25366			1									
Zotu10254					1							
Zotu22952			1									
Zotu40172			1									
Zotu52856			1									
Zotu15914			1									
Zotu31380			2								2	
Zotu53700			1									
Zotu4523			2		1	1			1			
Zotu24658			1									
Zotu6596			2								1	
Zotu15611			2					1			1	
Zotu4893			1	1		1	3			1	3	
Zotu5334			2			1					1	
Zotu8883			1		1							
Zotu17290			1		5							
Zotu30713			1									
Zotu16997			1									
Zotu15249			1									
Zotu10109											2	
Zotu27975			1									
Zotu5596			1									
Zotu23791			3									
Zotu19506			1									
Zotu45350			1									
Zotu36323			4									
Zotu10958			1									
Zotu27495			1									
Zotu12264			2								1	
Zotu13119										1		
Zotu1599			1				1				2	1
Zotu15061			1									
Zotu24041			1									
Zotu33111			1									
Zotu34792			1									
Zotu38227			2									
Zotu44088			1						1			
Zotu55536			1								2	
Zotu18954			1							1		
Zotu13705			1									
Zotu40430			1									
Zotu19985								1				
Zotu11913			2									
Zotu3926			1				1				3	
Zotu44689											1	
Zotu15204			1		2		1	1		1		
Zotu24409			1									
Zotu4669			2	2		1						
Zotu44320			1									
Zotu2251			1									
Zotu53095			1		1							
Zotu31717			1									
Zotu4393			5		1							1
Zotu33239			1									
Zotu34351			2						1			
Zotu33483			1									
Zotu23773			1									
Zotu2014			1									
Zotu24035			1									
Zotu2298			3					2	1		1	
Zotu8686			3						1	1		
Zotu31272			1									
Zotu32625			1									
Zotu23678			1									
Zotu28101			1									
Zotu52652			1									
Zotu18712			1									1
Zotu32775			1									
Zotu25001			1									
Zotu16118			4									
Zotu18119			1									
Zotu4503			3		1	2		1		2	1	1
Zotu3946			1		1							
Zotu12441			1									
Zotu4149					1			1				1
Zotu32620			1									
Zotu39946			1									
Zotu8330			1							1		
Zotu12160			1									
Zotu7804			1									
Zotu3430			1		3	2	2			1	4	2
Zotu41902			1									
Zotu21396			1									
Zotu34259			1									
Zotu7698			4	1	7		1					
Zotu35034			1	1	1						1	
Zotu3110			2						1		3	
Zotu2367			1			1			1		1	
Zotu1410			1	1	2							
Zotu7235			1									
Zotu2332				1		1						
Zotu11162			1									
Zotu26762			1									
Zotu46789			1									
Zotu53108			1									
Zotu26150			2									
Zotu4958			1					1				
Zotu700			1	34		3		4			2	25
Zotu45447			1									
Zotu1409			2					1				
Zotu15065			1									
Zotu16434			1									
Zotu5410			2		1		1	1				
Zotu1571			1								1	1
Zotu46433			1									
Zotu16426			1									
Zotu5701			1					1				
Zotu35230			1									
Zotu9331			1								1	
Zotu45987			1									
Zotu14572										2		46
Zotu16577			3						1			
Zotu10275			2		1							
Zotu13619			1									
Zotu8355			2		1	1		1		1	1	
Zotu24034			1									
Zotu23048			1									
Zotu11488								1				
Zotu21788			1									
Zotu5358			1									
Zotu21496			1									
Zotu12209			2									
Zotu46508			1									
Zotu13475			1		1							
Zotu22338			1									
Zotu5044			1								1	1
Zotu22487			1						1			
Zotu14687			2			1	1					
Zotu16416			1									
Zotu8741			1									
Zotu8703			1									
Zotu15095								1				
Zotu11728			1									
Zotu15785			1									
Zotu22735			1									
Zotu2893			2				3	2		1		
Zotu4572			1									1
Zotu23292			1									
Zotu684			2			24	6	27		1		39
Zotu1900			1			118		1		2		39
Zotu11103					4						1	
Zotu44405			1									
Zotu24388			1									
Zotu7383			1									
Zotu7669			1									
Zotu9089			1									
Zotu50482			1									
Zotu13801			1									2
Zotu17733			1									
Zotu39590			2									
Zotu4976			1		2						2	
Zotu7284			1									
Zotu14017			1									
Zotu17334			1									
Zotu2009			1									
Zotu42345			1									
Zotu526			1				1					
Zotu17409			1									
Zotu22492			3									
Zotu3843			1	2	4	4		1			1	
Zotu10157			1									
Zotu32299			1		1							
Zotu8673			1									
Zotu38198			1									
Zotu20755			1									
Zotu16959			1									
Zotu14475			2									1
Zotu1149			1	1		3						
Zotu1341			2									2
Zotu4659			2					1				
Zotu1417					5	2		18		3	4	3
Zotu6738			1									
Zotu1075			1									1
Zotu26438			1									
Zotu30306			1									
Zotu4400							12			9		
Zotu54450			1									
Zotu3916			2									
Zotu7513			1			1					1	1
Zotu7668			1		1					1		
Zotu26024			1									
Zotu4530			1									1
Zotu4770			1								1	
Zotu17721			2									
Zotu1188			2		2	1				1		
Zotu1553			2		2	18				2		1
Zotu24908			1									
Zotu13190			2									
Zotu3591			3							2		
Zotu47162			4									
Zotu5508											1	
Zotu9763			1		1							
Zotu10117			1									
Zotu26231			1									
Zotu2147			1		1							
Zotu9324			3			1						
Zotu21155			1									
Zotu4754			1									
Zotu26451			1									
Zotu6223			2									
Zotu6573			1			3						
Zotu27441			1									
Zotu2420			1							1		1
Zotu15429			1								1	
Zotu5978			1		1			1			1	1
Zotu6986			3					1				1
Zotu14781			1									
Zotu7681			1									
Zotu3625			2				1		3			
Zotu42949			2									
Zotu28790			1									
Zotu2839			1									
Zotu54222			1									
Zotu49502			1									
Zotu23461			1									
Zotu14076			1									
Zotu25059			1									
Zotu47313			2									
Zotu10651			1					1				
Zotu51728			1									
Zotu22458			1									
Zotu1009			1								1	1
Zotu36586			1						1			
Zotu43479			2									
Zotu4618			1									
Zotu41305			3									
Zotu40259			1									
Zotu10283			1									
Zotu14242			1									
Zotu21165			1									
Zotu32531			1									
Zotu11539			1									
Zotu28085			1									
Zotu1283			1			1				1		
Zotu22099			1									
Zotu34322			1	2								
Zotu45980			2									
Zotu40635			1		1							
Zotu27419			1									
Zotu8963			1									
Zotu504			5		1	4		1			1	3
Zotu52394			2									
Zotu8316			1									
Zotu49801			1					1			1	
Zotu20565			2			1						
Zotu2046			1									
Zotu32165			1									
Zotu6879			1									
Zotu3448			1									
Zotu38169			1									
Zotu38732			2								1	
Zotu19016			1		1							
Zotu44381			1								1	
Zotu47547			1									
Zotu33271			1									
Zotu41499			1									
Zotu31434			1									
Zotu6297			1									
Zotu52437			1		1						1	
Zotu32537			1									
Zotu30060			1									
Zotu19639			1									
Zotu35989			1									
Zotu48341			1									
Zotu2174			1		1	17					4	4
Zotu3463			1									
Zotu8464			1									1
Zotu3413			1						1			
Zotu3712			1					3		2	2	
Zotu25936			3					1		1		
Zotu11223			1									
Zotu28715			1									
Zotu40856			1	1			1					
Zotu7001			1							6		
Zotu26792			1									
Zotu8507			1		1	2		2			10	
Zotu19851			2									
Zotu6926			3									
Zotu1355			1	1							1	
Zotu51644			1									
Zotu8208			1									
Zotu12019			1			1						
Zotu1044			2		1			1	1		1	1
Zotu26152			1									
Zotu30421									1			
Zotu6431			1		1					1		
Zotu7233			1									
Zotu3041			3									
Zotu44526			1									
Zotu46408			1									
Zotu12989			1									
Zotu5747			1			1				1		1
Zotu5550					7			1		7	2	
Zotu43207			1									
Zotu12737			1								1	
Zotu4672			1					3		3		
Zotu46501			1									
Zotu5744			5									
Zotu23073								1				
Zotu11257			2									
Zotu19524			1									
Zotu19127			1									
Zotu44798			1									
Zotu16565										1		
Zotu52937			1									
Zotu23194			1					1				
Zotu29372			2									
Zotu24005			1					1				
Zotu43664			1				17					
Zotu4213			1									
Zotu14340			1					1				
Zotu9342			1							1	1	
Zotu36908			1									
Zotu13333			1									
Zotu10900			1									
Zotu39415			1									
Zotu41337			1									
Zotu11882			1									
Zotu22225			1							1		
Zotu49460			1		1							
Zotu38598			1									
Zotu52439			1									
Zotu18586			1			1				1		
Zotu4818			1									
Zotu24540			1									
Zotu4942			1		3		4		1			
Zotu29690			1									
Zotu9159												1
Zotu3426			1					2			1	
Zotu22420			1									
Zotu36456			1									
Zotu43230			2									
Zotu10948			1									
Zotu24595			1									
Zotu8225			1			3						
Zotu34883			1									
Zotu45666			1									
Zotu6207			1									
Zotu14589			1									
Zotu35847			1									
Zotu33526			2									
Zotu28187			1									
Zotu48723			1									
Zotu37042			1									
Zotu4720			1									
Zotu16899			1									
Zotu38626			1									
Zotu44827			1									
Zotu44997			1									
Zotu56090			1		1							
Zotu25693			1									
Zotu18316			1									
Zotu26196			1		1							
Zotu13768			1									
Zotu27325			1						1			
Zotu15281			1									
Zotu12001			1									
Zotu36812			1					2		1		
Zotu1974			1		2	1			1		2	
Zotu15707			1									
Zotu20830			1									
Zotu9635			1							1	1	
Zotu6631			2									
Zotu3529				1								
Zotu734			1	1							1	1
Zotu14109			1					1				
Zotu42966			1							1		
Zotu11684			1					1				
Zotu28442			1				1	1	1			
Zotu4100			1									
Zotu19223			1									
Zotu39988			1									
Zotu30736			1									
Zotu16250			2									
Zotu14759			1									
Zotu3509			1									
Zotu37221			1									
Zotu31097			2								1	
Zotu10242			1									
Zotu51743			1									
Zotu22081			1		1							
Zotu22592			1									
Zotu21375			1									
Zotu22390			1									
Zotu34149			1								1	
Zotu4108			1									
Zotu12366			1									1
Zotu7873			1									
Zotu16632			1									
Zotu34569			1					1				
Zotu19193			1									
Zotu38076			1									
Zotu5264			1		1	13		2		1	4	6
Zotu13286			1									
Zotu13966			2									
Zotu17402			1									
Zotu759			1									2
Zotu27322			1									
Zotu20380			1									
Zotu14013			1		1							
Zotu11937			1									
Zotu26005			1									
Zotu1038			2									
Zotu4335			1						1		1	
Zotu16330			1									
Zotu18023			1	1	3			1	2			
Zotu27055			1			1						
Zotu17978			1									
Zotu19712			1								1	
Zotu7002			1		1			2		7	1	8
Zotu19778			1				1					
Zotu55980			1									
Zotu4779			1		1	1						
Zotu24472			1									
Zotu22242			2	8	2		5	1	1		1	3
Zotu28831			1									
Zotu4840			1					1				
Zotu23868			1		2							
Zotu28963			1									
Zotu34379			1									
Zotu4126			1			1			1			
Zotu1697			1	1	1	4					1	1
Zotu51593			1									
Zotu6637			1									
Zotu6084					1		2			5	2	34
Zotu3406			1				3			7		
Zotu21500			2									
Zotu7167			1									
Zotu50177			1									
Zotu17772			2						1			
Zotu45739			1									
Zotu28476			1									
Zotu41556			1									
Zotu4155							1	1		6		2
Zotu5658			2				1					
Zotu4444			2									
Zotu12816					1							
Zotu3279			1					1				
Zotu12066			1									
Zotu18970			1									
Zotu12583			1									
Zotu53525			1							1		
Zotu5443			1								1	
Zotu22086			1	1	5	3						
Zotu17979			1									
Zotu8436			1		1	1						
Zotu40455			1									
Zotu1221			2									
Zotu31963			1									
Zotu36915			2									
Zotu24993			1									
Zotu53531			1							1		
Zotu11422			1					2			1	
Zotu23195			1									
Zotu15551			1									
Zotu46228			2									
Zotu51654			1									
Zotu3387			1	1	1							
Zotu6188			1		1							
Zotu9037			1	1	1			1				
Zotu9897			1					1				
Zotu35757			1									
Zotu16767			1									
Zotu20135			1								1	1
Zotu8643			2									
Zotu6311			1	1								
Zotu1292			2		3		1				1	
Zotu5811						2		1				
Zotu9379			1									
Zotu49294			1			1						
Zotu17743			1									
Zotu2528			1		2	1					2	
Zotu17417			1								1	
Zotu10875			1					1	1			
Zotu21552					1							
Zotu14878			1									
Zotu2428			2			2	44	27				
Zotu4166			1			2					3	
Zotu51255			1									
Zotu22557			1									
Zotu30226			2									
Zotu55916			1									
Zotu26661			1									
Zotu11154			1			1						1
Zotu30746			1									
Zotu33372			1									
Zotu22587			2									
Zotu39642			1									
Zotu10099			1									1
Zotu401			1	61	1	1	3	8	1	3	43	9
Zotu10301			3									
Zotu36460			2				1				1	1
Zotu30010			1									
Zotu3459			1								1	
Zotu6804			1		1			1				
Zotu5368			2				2	17	2			
Zotu46008			1									
Zotu15422										1		
Zotu26026			1									
Zotu6920			1									
Zotu981			1		2			2				
Zotu27397			1									
Zotu21161			1									
Zotu25928			1							1		
Zotu46430			1									
Zotu6657			1						1			
Zotu7699			1								1	
Zotu12869			1									
Zotu32046			1									
Zotu5370					22							
Zotu25943			1									
Zotu8144			1									
Zotu2139			2			18			43			1
Zotu45093			1									
Zotu29236			1							1		
Zotu17424					1							
Zotu14980			1									
Zotu9209			1									
Zotu16032			1									
Zotu17605			1									
Zotu28030			1									
Zotu22997			1									
Zotu6658			1		1							
Zotu15539			1									
Zotu5929			1	1	1						6	1
Zotu34438			1									
Zotu3216			1									
Zotu20154			1									
Zotu7865			1									
Zotu6603			1					1				
Zotu35991			1									
Zotu10691			1									
Zotu37178			1		1							
Zotu20280			1									
Zotu10994			1									
Zotu19415			1				1					
Zotu29734			1									
Zotu681			1									1
Zotu14642			1									
Zotu32228			1									
Zotu4608			1									
Zotu33668			1									
Zotu7563			1		1							
Zotu46791			1									
Zotu4123			1		1							
Zotu47813			2									
Zotu13103			1	1				1		1	1	
Zotu20776			1									
Zotu5582											1	
Zotu1663			1		1							
Zotu45765			1					1				
Zotu32460			1									
Zotu47814			1									
Zotu9978			1									
Zotu6800			1		1							
Zotu17125							13					
Zotu7436			1									
Zotu22768			2									
Zotu55520			1									
Zotu29696			1									
Zotu18154			1									
Zotu1160											1	
Zotu15040			1									
Zotu36899			1									
Zotu20027			1								2	
Zotu35512			1	1		1				3		
Zotu2795			1									
Zotu37056			1									
Zotu50966			1									
Zotu15032			1									
Zotu17753			1									
Zotu3662			1	4	1					1	10	1
Zotu38793			1									
Zotu30958			1									
Zotu24108			1									
Zotu4360			1		1	1						
Zotu37151			1									
Zotu12022			1									
Zotu21738			1									
Zotu41830			1									
Zotu5493							1					
Zotu6621			1		1							
Zotu33355			1									
Zotu19126			1									
Zotu2431			2									
Zotu11687			1									
